number;date;year;session;plot;transect;block;cage;species;invasiveness;density;treatment;actual_treatment;failed_exc;survival_detailed;survival;viability;damage;weevil;root_lenght;shoot_lenght;notes
164;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
165;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
166;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
167;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
168;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
169;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
170;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
171;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
172;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
173;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
174;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
175;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
176;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
177;06/06/2022;2022;s1_22;elle;elle;A17;elleA17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
178;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
179;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
180;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
181;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
182;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
183;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
184;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
185;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
186;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
187;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
188;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
189;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
190;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
191;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
192;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
193;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
194;06/06/2022;2022;s1_22;elle;elle;A17;elleA17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
195;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
196;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
197;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
198;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
199;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
200;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
201;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bSOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
202;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
203;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
204;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
205;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
206;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
207;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
208;06/06/2022;2022;s1_22;elle;elle;A7b;elleA7bROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
209;06/06/2022;2022;s1_22;elle;elle;A5;elleA5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
210;06/06/2022;2022;s1_22;elle;elle;A5;elleA5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
211;06/06/2022;2022;s1_22;elle;elle;A5;elleA5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
212;06/06/2022;2022;s1_22;elle;elle;A5;elleA5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
213;06/06/2022;2022;s1_22;elle;elle;A5;elleA5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
214;06/06/2022;2022;s1_22;elle;elle;A2;elleA2ROcontrol;RO;invasive;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
215;06/06/2022;2022;s1_22;elle;elle;A2;elleA2ROcontrol;RO;invasive;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
216;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
217;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
218;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
219;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
220;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
221;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
222;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
223;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
224;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
225;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
226;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
227;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
228;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
229;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
230;06/06/2022;2022;s1_22;elle;elle;A15;elleA15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
231;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
232;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
233;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
234;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
235;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
236;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
237;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
238;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
239;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
240;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
241;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
242;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
243;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
244;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
245;06/06/2022;2022;s1_22;elle;elle;A15;elleA15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
246;06/06/2022;2022;s1_22;elle;elle;A3;elleA3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
247;06/06/2022;2022;s1_22;elle;elle;A3;elleA3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
248;06/06/2022;2022;s1_22;elle;elle;A3;elleA3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
249;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
250;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
251;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
252;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
253;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
254;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
255;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
256;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
257;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
258;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
259;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
260;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
261;06/06/2022;2022;s1_22;elle;elle;A13;elleA13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
262;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
263;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
264;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
265;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
266;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
267;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
268;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
269;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
270;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
271;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
272;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
273;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
274;06/06/2022;2022;s1_22;elle;elle;A13;elleA13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
275;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
276;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
277;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
278;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
279;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
280;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
281;06/06/2022;2022;s1_22;elle;elle;A7;elleA7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
282;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
283;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
284;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
285;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
286;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
287;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
288;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
289;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
290;06/06/2022;2022;s1_22;elle;elle;A9;elleA9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
291;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
292;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
293;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;ger_root;germinated;viable;NA;NA;0,3;NA;
294;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
295;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
296;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
297;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOexclusion;SO;native;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
298;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
299;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;NA;NA;
300;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
301;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;NA;NA;NA;many small coleptera inside
302;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
303;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
304;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
305;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
306;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
307;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
308;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
309;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
310;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
311;30/06/2022;2022;s1_22;wild;w1;D7;w1D7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
312;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
313;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
314;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
315;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
316;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
317;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
318;30/06/2022;2022;s1_22;wild;w1;D7;w1D7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
319;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOexclusion;SO;native;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
320;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOexclusion;SO;native;3;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
321;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOexclusion;SO;native;3;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
322;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOcontrol;SO;native;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
323;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOcontrol;SO;native;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
324;30/06/2022;2022;s1_22;wild;w1;E3;w1E3SOcontrol;SO;native;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
325;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
326;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
327;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
328;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
329;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
330;30/06/2022;2022;s1_22;wild;w1;E3;w1E3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
331;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but ALL MISSING
332;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
333;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
334;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
335;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
336;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
337;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
338;30/06/2022;2022;s1_22;wild;w1;A11;w1A11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
